hhid,round,foodclassR7,s11q2c,s11q2d
11061,7,Oils and fats,Yes,No
11061,7,Sweets,No,Yes
11061,7,"Spices, condiments, beverages",Yes,Yes
11064,7,None / Only water,No,
11064,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
11064,7,White roots and tubers,No,
11064,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
11064,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
11064,7,"Other vegetables (e.g., cabbage)",No,
11064,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
11064,7,"Other fruits (e.g., banana, watermelon)",No,
11064,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
11064,7,"Flesh meat (e.g., steak, chicken, etc.)",Yes,
11064,7,Eggs,No,
11064,7,Fish and seafood,No,
11064,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
11064,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
11064,7,Oils and fats,No,
11064,7,Sweets,No,
11064,7,"Spices, condiments, beverages",No,
11067,7,None / Only water,No,
11067,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
11067,7,White roots and tubers,No,
11067,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
11067,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
11067,7,"Other vegetables (e.g., cabbage)",No,
11067,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
11067,7,"Other fruits (e.g., banana, watermelon)",No,
11067,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
11067,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
11067,7,Eggs,No,
11067,7,Fish and seafood,No,
11067,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
11067,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
11067,7,Oils and fats,Yes,
11067,7,Sweets,No,
11067,7,"Spices, condiments, beverages",Yes,
12001,7,None / Only water,No,No
12001,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12001,7,White roots and tubers,No,No
12001,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12001,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12001,7,"Other vegetables (e.g., cabbage)",No,No
12001,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12001,7,"Other fruits (e.g., banana, watermelon)",No,No
12001,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12001,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12001,7,Eggs,No,No
12001,7,Fish and seafood,No,No
12001,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,No
12001,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
12001,7,Oils and fats,Yes,No
12001,7,Sweets,No,No
12001,7,"Spices, condiments, beverages",Yes,Yes
12002,7,None / Only water,No,No
12002,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12002,7,White roots and tubers,No,No
12002,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12002,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12002,7,"Other vegetables (e.g., cabbage)",No,No
12002,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12002,7,"Other fruits (e.g., banana, watermelon)",No,No
12002,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12002,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12002,7,Eggs,No,No
12002,7,Fish and seafood,No,No
12002,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
12002,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
12002,7,Oils and fats,Yes,Yes
12002,7,Sweets,No,No
12002,7,"Spices, condiments, beverages",No,No
12003,7,None / Only water,No,
12003,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12003,7,White roots and tubers,No,
12003,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12003,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12003,7,"Other vegetables (e.g., cabbage)",No,
12003,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12003,7,"Other fruits (e.g., banana, watermelon)",No,
12003,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12003,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12003,7,Eggs,No,
12003,7,Fish and seafood,No,
12003,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
12003,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
12003,7,Oils and fats,No,
12003,7,Sweets,No,
12003,7,"Spices, condiments, beverages",Yes,
12004,7,None / Only water,No,No
12004,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12004,7,White roots and tubers,No,No
12004,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12004,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12004,7,"Other vegetables (e.g., cabbage)",No,No
12004,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12004,7,"Other fruits (e.g., banana, watermelon)",No,No
12004,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12004,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12004,7,Eggs,No,No
12004,7,Fish and seafood,No,No
12004,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
12004,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
12004,7,Oils and fats,No,No
12004,7,Sweets,No,No
12004,7,"Spices, condiments, beverages",Yes,Yes
12005,7,None / Only water,No,No
12005,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12005,7,White roots and tubers,No,No
12005,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12005,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12005,7,"Other vegetables (e.g., cabbage)",No,No
12005,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12005,7,"Other fruits (e.g., banana, watermelon)",No,No
12005,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12005,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12005,7,Eggs,No,No
12005,7,Fish and seafood,No,No
12005,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
12005,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
12005,7,Oils and fats,Yes,Yes
12005,7,Sweets,No,No
12005,7,"Spices, condiments, beverages",Yes,Yes
12006,7,None / Only water,No,
12006,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12006,7,White roots and tubers,No,
12006,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12006,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12006,7,"Other vegetables (e.g., cabbage)",No,
12006,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12006,7,"Other fruits (e.g., banana, watermelon)",No,
12006,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12006,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12006,7,Eggs,No,
12006,7,Fish and seafood,No,
12006,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
12006,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12006,7,Oils and fats,Yes,
12006,7,Sweets,No,
12006,7,"Spices, condiments, beverages",No,
12007,7,None / Only water,No,No
12007,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12007,7,White roots and tubers,No,No
12007,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12007,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12007,7,"Other vegetables (e.g., cabbage)",No,No
12007,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12007,7,"Other fruits (e.g., banana, watermelon)",No,No
12007,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12007,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12007,7,Eggs,No,No
12007,7,Fish and seafood,No,No
12007,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
12007,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,Yes
12007,7,Oils and fats,Yes,Yes
12007,7,Sweets,No,No
12007,7,"Spices, condiments, beverages",Yes,No
12008,7,None / Only water,No,
12008,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12008,7,White roots and tubers,No,
12008,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12008,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12008,7,"Other vegetables (e.g., cabbage)",No,
12008,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12008,7,"Other fruits (e.g., banana, watermelon)",No,
12008,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12008,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12008,7,Eggs,No,
12008,7,Fish and seafood,No,
12008,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
12008,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12008,7,Oils and fats,Yes,
12008,7,Sweets,No,
12008,7,"Spices, condiments, beverages",Yes,
12009,7,None / Only water,No,
12009,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12009,7,White roots and tubers,No,
12009,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12009,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12009,7,"Other vegetables (e.g., cabbage)",No,
12009,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12009,7,"Other fruits (e.g., banana, watermelon)",No,
12009,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12009,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12009,7,Eggs,No,
12009,7,Fish and seafood,No,
12009,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
12009,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
12009,7,Oils and fats,Yes,
12009,7,Sweets,No,
12009,7,"Spices, condiments, beverages",Yes,
12010,7,None / Only water,No,No
12010,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12010,7,White roots and tubers,No,No
12010,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12010,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12010,7,"Other vegetables (e.g., cabbage)",No,No
12010,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12010,7,"Other fruits (e.g., banana, watermelon)",No,No
12010,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12010,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12010,7,Eggs,No,No
12010,7,Fish and seafood,No,No
12010,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
12010,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
12010,7,Oils and fats,Yes,Yes
12010,7,Sweets,No,No
12010,7,"Spices, condiments, beverages",No,No
12011,7,None / Only water,No,No
12011,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12011,7,White roots and tubers,No,No
12011,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12011,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12011,7,"Other vegetables (e.g., cabbage)",No,No
12011,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12011,7,"Other fruits (e.g., banana, watermelon)",No,No
12011,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12011,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12011,7,Eggs,No,No
12011,7,Fish and seafood,No,No
12011,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
12011,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
12011,7,Oils and fats,Yes,Yes
12011,7,Sweets,No,No
12011,7,"Spices, condiments, beverages",No,No
12015,7,None / Only water,No,No
12015,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12015,7,White roots and tubers,No,No
12015,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12015,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12015,7,"Other vegetables (e.g., cabbage)",No,No
12015,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12015,7,"Other fruits (e.g., banana, watermelon)",No,No
12015,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12015,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12015,7,Eggs,No,No
12015,7,Fish and seafood,No,No
12015,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
12015,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
12015,7,Oils and fats,Yes,No
12015,7,Sweets,No,No
12015,7,"Spices, condiments, beverages",No,No
12016,7,None / Only water,No,No
12016,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12016,7,White roots and tubers,No,No
12016,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12016,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12016,7,"Other vegetables (e.g., cabbage)",No,No
12016,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12016,7,"Other fruits (e.g., banana, watermelon)",No,No
12016,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12016,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12016,7,Eggs,No,No
12016,7,Fish and seafood,No,No
12016,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
12016,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
12016,7,Oils and fats,Yes,Yes
12016,7,Sweets,No,No
12016,7,"Spices, condiments, beverages",No,No
12017,7,None / Only water,No,
12017,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12017,7,White roots and tubers,No,
12017,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12017,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12017,7,"Other vegetables (e.g., cabbage)",No,
12017,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12017,7,"Other fruits (e.g., banana, watermelon)",No,
12017,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12017,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12017,7,Eggs,No,
12017,7,Fish and seafood,No,
12017,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
12017,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12017,7,Oils and fats,No,
12017,7,Sweets,No,
12017,7,"Spices, condiments, beverages",No,
12018,7,None / Only water,No,
12018,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12018,7,White roots and tubers,No,
12018,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12018,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12018,7,"Other vegetables (e.g., cabbage)",No,
12018,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12018,7,"Other fruits (e.g., banana, watermelon)",No,
12018,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12018,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12018,7,Eggs,No,
12018,7,Fish and seafood,No,
12018,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
12018,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12018,7,Oils and fats,No,
12018,7,Sweets,No,
12018,7,"Spices, condiments, beverages",No,
12019,7,None / Only water,No,No
12019,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12019,7,White roots and tubers,No,No
12019,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12019,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12019,7,"Other vegetables (e.g., cabbage)",No,No
12019,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12019,7,"Other fruits (e.g., banana, watermelon)",No,No
12019,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12019,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12019,7,Eggs,No,No
12019,7,Fish and seafood,No,No
12019,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
12019,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,Yes
12019,7,Oils and fats,Yes,Yes
12019,7,Sweets,No,No
12019,7,"Spices, condiments, beverages",Yes,Yes
12020,7,None / Only water,No,
12020,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12020,7,White roots and tubers,No,
12020,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12020,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12020,7,"Other vegetables (e.g., cabbage)",No,
12020,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12020,7,"Other fruits (e.g., banana, watermelon)",No,
12020,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12020,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12020,7,Eggs,No,
12020,7,Fish and seafood,No,
12020,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
12020,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12020,7,Oils and fats,Yes,
12020,7,Sweets,No,
12020,7,"Spices, condiments, beverages",Yes,
12021,7,None / Only water,No,No
12021,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12021,7,White roots and tubers,No,No
12021,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12021,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12021,7,"Other vegetables (e.g., cabbage)",No,No
12021,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12021,7,"Other fruits (e.g., banana, watermelon)",No,No
12021,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12021,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12021,7,Eggs,No,No
12021,7,Fish and seafood,No,No
12021,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
12021,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
12021,7,Oils and fats,Yes,Yes
12021,7,Sweets,No,No
12021,7,"Spices, condiments, beverages",No,No
12022,7,None / Only water,No,
12022,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12022,7,White roots and tubers,No,
12022,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12022,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12022,7,"Other vegetables (e.g., cabbage)",No,
12022,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12022,7,"Other fruits (e.g., banana, watermelon)",No,
12022,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12022,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12022,7,Eggs,No,
12022,7,Fish and seafood,No,
12022,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
12022,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12022,7,Oils and fats,No,
12022,7,Sweets,No,
12022,7,"Spices, condiments, beverages",No,
12023,7,None / Only water,No,No
12023,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12023,7,White roots and tubers,No,No
12023,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12023,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,Yes
12023,7,"Other vegetables (e.g., cabbage)",No,No
12023,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12023,7,"Other fruits (e.g., banana, watermelon)",No,No
12023,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12023,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12023,7,Eggs,No,No
12023,7,Fish and seafood,No,No
12023,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
12023,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
12023,7,Oils and fats,Yes,Yes
12023,7,Sweets,No,No
12023,7,"Spices, condiments, beverages",Yes,Yes
12025,7,None / Only water,No,No
12025,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12025,7,White roots and tubers,No,No
12025,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12025,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12025,7,"Other vegetables (e.g., cabbage)",No,No
12025,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12025,7,"Other fruits (e.g., banana, watermelon)",No,No
12025,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12025,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12025,7,Eggs,No,No
12025,7,Fish and seafood,No,No
12025,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
12025,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
12025,7,Oils and fats,Yes,No
12025,7,Sweets,No,No
12025,7,"Spices, condiments, beverages",No,No
12026,7,None / Only water,No,No
12026,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12026,7,White roots and tubers,No,No
12026,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12026,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12026,7,"Other vegetables (e.g., cabbage)",No,No
12026,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12026,7,"Other fruits (e.g., banana, watermelon)",No,No
12026,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12026,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12026,7,Eggs,No,No
12026,7,Fish and seafood,No,No
12026,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,No
12026,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,Yes
12026,7,Oils and fats,Yes,No
12026,7,Sweets,No,No
12026,7,"Spices, condiments, beverages",No,No
12027,7,None / Only water,No,No
12027,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12027,7,White roots and tubers,No,No
12027,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12027,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12027,7,"Other vegetables (e.g., cabbage)",No,No
12027,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12027,7,"Other fruits (e.g., banana, watermelon)",No,No
12027,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
12027,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12027,7,Eggs,No,No
12027,7,Fish and seafood,No,No
12027,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
12027,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
12027,7,Oils and fats,No,No
12027,7,Sweets,No,No
12027,7,"Spices, condiments, beverages",No,No
12028,7,None / Only water,No,No
12028,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
12028,7,White roots and tubers,No,No
12028,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
12028,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
12028,7,"Other vegetables (e.g., cabbage)",No,No
12028,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
12028,7,"Other fruits (e.g., banana, watermelon)",No,No
12028,7,"Organ meat (e.g., liver, kidney, blood, etc.)",Yes,Yes
12028,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
12028,7,Eggs,No,No
12028,7,Fish and seafood,No,No
12028,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
12028,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
12028,7,Oils and fats,Yes,Yes
12028,7,Sweets,Yes,Yes
12028,7,"Spices, condiments, beverages",Yes,Yes
12029,7,None / Only water,No,
12029,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12029,7,White roots and tubers,No,
12029,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12029,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12029,7,"Other vegetables (e.g., cabbage)",No,
12029,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12029,7,"Other fruits (e.g., banana, watermelon)",No,
12029,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12029,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12029,7,Eggs,No,
12029,7,Fish and seafood,No,
12029,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
12029,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12029,7,Oils and fats,Yes,
12029,7,Sweets,No,
12029,7,"Spices, condiments, beverages",Yes,
12030,7,None / Only water,No,
12030,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12030,7,White roots and tubers,No,
12030,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12030,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12030,7,"Other vegetables (e.g., cabbage)",No,
12030,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
12030,7,"Other fruits (e.g., banana, watermelon)",No,
12030,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
12030,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
12030,7,Eggs,No,
12030,7,Fish and seafood,No,
12030,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
12030,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
12030,7,Oils and fats,No,
12030,7,Sweets,No,
12030,7,"Spices, condiments, beverages",No,
12031,7,None / Only water,No,
12031,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
12031,7,White roots and tubers,No,
12031,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
12031,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
12031,7,"Other vegetables (e.g., cabbage)",No,
