hhid,round,comment,CSID,CSID_r7,s15q45a,s15q45b,s15q45c,s15q46Ia,s15q46Ib,s15q46Ic,s15q51Ia,s15q51Ib,s15q51Ic,s15q46Ua,s15q46Ub,s15q46Uc,s15q51Ua,s15q51Ub,s15q51Uc,klip_payouts_change_coping,ibli_payouts_change_coping
15036,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
15036,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
15036,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
15036,7,,,No change,,,,,,,,,,,,,,,,,
15036,7,,,Migrate further,,,,,,,,,,,,,,,,,
15036,7,,,Migrate less,,,,,,,,,,,,,,,,,
15036,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15036,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15036,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15036,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15036,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15036,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15036,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15036,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15036,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15036,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15036,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15036,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15036,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15036,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15036,7,,,Other,,,,,,,,,,,,,,,,,
15037,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
15037,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
15037,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,No,,,,
15037,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,Yes,3,,,
15037,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
15037,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
15037,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
15037,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
15037,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
15037,7,,,No change,,,,,,,,,,,,,,,,,
15037,7,,,Migrate further,,,,,,,,,,,,,,,,,
15037,7,,,Migrate less,,,,,,,,,,,,,,,,,
15037,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15037,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15037,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15037,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15037,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15037,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15037,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15037,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15037,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15037,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15037,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15037,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15037,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15037,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15037,7,,,Other,,,,,,,,,,,,,,,,,
15038,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
15038,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
15038,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
15038,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
15038,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
15038,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
15038,3,0,Send family members to look for work elsewhere,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
15038,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
15038,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
15038,7,,,No change,,,,,,,,,,,,,,,,,
15038,7,,,Migrate further,,,,,,,,,,,,,,,,,
15038,7,,,Migrate less,,,,,,,,,,,,,,,,,
15038,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15038,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15038,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15038,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15038,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15038,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15038,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15038,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15038,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15038,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15038,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15038,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15038,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15038,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15038,7,,,Other,,,,,,,,,,,,,,,,,
15039,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
15039,3,0,Rely more on food aid,,No,,,,,,,,,No,,,No,,,,
15039,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
15039,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
15039,3,0,Sell livestock,,Yes,3,,,,,,,,Yes,1,,No,,,,
15039,3,0,Increase non-livestock activities like petty trade,,Yes,2,,,,,,,,Yes,3,,Yes,2,,,
15039,3,0,Send family members to look for work elsewhere,,Yes,1,,,,,,,,Yes,2,,Yes,1,,,
15039,3,0,Did not do anything different,,No,,,,,,,,,No,,,Yes,3,,,
15039,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
15039,7,,,No change,,,,,,,,,,,,,,,,,
15039,7,,,Migrate further,,,,,,,,,,,,,,,,,
15039,7,,,Migrate less,,,,,,,,,,,,,,,,,
15039,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15039,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15039,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15039,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15039,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15039,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15039,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15039,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15039,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15039,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15039,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15039,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15039,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15039,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15039,7,,,Other,,,,,,,,,,,,,,,,,
15040,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,Yes,1,,,
15040,3,0,Rely more on food aid,,No,,,,,,,,,Yes,3,,Yes,2,,,
15040,3,0,Rely on assistance from others,,No,,,,,,,,,Yes,2,,Yes,3,,,
15040,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
15040,3,0,Sell livestock,,No,,,,,,,,,Yes,1,,No,,,,
15040,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
15040,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
15040,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
15040,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
15040,7,,,No change,,,,,,,,,,,,,,,,,
15040,7,,,Migrate further,,,,,,,,,,,,,,,,,
15040,7,,,Migrate less,,,,,,,,,,,,,,,,,
15040,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15040,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15040,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15040,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15040,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15040,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15040,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15040,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15040,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15040,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15040,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15040,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15040,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15040,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15040,7,,,Other,,,,,,,,,,,,,,,,,
15041,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,3,,Yes,3,,,
15041,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,2,,Yes,2,,,
15041,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
15041,3,0,"Pull children otherwise in school, out of school",,Yes,3,,,,,,,,No,,,No,,,,
15041,3,0,Sell livestock,,No,,,,,,,,,Yes,1,,Yes,1,,,
15041,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
15041,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
15041,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
15041,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
15041,7,,,No change,,,,,,,,,,,,,,,,,
15041,7,,,Migrate further,,,,,,,,,,,,,,,,,
15041,7,,,Migrate less,,,,,,,,,,,,,,,,,
15041,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15041,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15041,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15041,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15041,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15041,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15041,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15041,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15041,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15041,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15041,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15041,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15041,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15041,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15041,7,,,Other,,,,,,,,,,,,,,,,,
15042,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
15042,3,0,Rely more on food aid,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
15042,3,0,Rely on assistance from others,,No,,,,,,,,,Yes,4,,No,,,,
15042,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
15042,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
15042,3,0,Increase non-livestock activities like petty trade,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
15042,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
15042,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
15042,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
15042,7,,,No change,,,,,,,,,,,,,,,,,
15042,7,,,Migrate further,,,,,,,,,,,,,,,,,
15042,7,,,Migrate less,,,,,,,,,,,,,,,,,
15042,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15042,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15042,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15042,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15042,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15042,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15042,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15042,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15042,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15042,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15042,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15042,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15042,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15042,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15042,7,,,Other,,,,,,,,,,,,,,,,,
15044,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
15044,3,0,Rely more on food aid,,Yes,3,,,,,,,,Yes,1,,Yes,1,,,
15044,3,0,Rely on assistance from others,,Yes,1,,,,,,,,Yes,2,,Yes,2,,,
15044,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,Yes,3,,Yes,3,,,
15044,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
15044,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
15044,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
15044,3,0,Did not do anything different,,Yes,2,,,,,,,,No,,,No,,,,
15044,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
15044,7,,,No change,,,,,,,,,,,,,,,,,
15044,7,,,Migrate further,,,,,,,,,,,,,,,,,
15044,7,,,Migrate less,,,,,,,,,,,,,,,,,
15044,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15044,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15044,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15044,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15044,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15044,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15044,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15044,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15044,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15044,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15044,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15044,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15044,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15044,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15044,7,,,Other,,,,,,,,,,,,,,,,,
15046,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
15046,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,3,,Yes,1,,,
15046,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
15046,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
15046,3,0,Sell livestock,,No,,,,,,,,,Yes,1,,No,,,,
15046,3,0,Increase non-livestock activities like petty trade,,Yes,3,,,,,,,,No,,,Yes,3,,,
15046,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
15046,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
15046,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
15046,7,,,No change,,,,,,,,,,,,,,,,,
15046,7,,,Migrate further,,,,,,,,,,,,,,,,,
15046,7,,,Migrate less,,,,,,,,,,,,,,,,,
15046,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15046,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15046,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15046,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15046,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15046,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15046,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15046,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15046,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15046,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15046,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15046,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15046,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15046,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15046,7,,,Other,,,,,,,,,,,,,,,,,
15047,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,No,,,Yes,1,,,
15047,3,0,Rely more on food aid,,No,,,,,,,,,Yes,1,,Yes,3,,,
15047,3,0,Rely on assistance from others,,Yes,2,,,,,,,,Yes,3,,No,,,,
15047,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
15047,3,0,Sell livestock,,Yes,3,,,,,,,,Yes,2,,Yes,2,,,
15047,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
15047,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
15047,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
15047,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
15047,7,,,No change,,,,,,,,,,,,,,,,,
15047,7,,,Migrate further,,,,,,,,,,,,,,,,,
15047,7,,,Migrate less,,,,,,,,,,,,,,,,,
15047,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15047,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15047,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15047,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15047,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15047,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15047,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15047,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15047,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15047,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15047,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15047,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15047,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15047,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15047,7,,,Other,,,,,,,,,,,,,,,,,
15049,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,Yes,2,,,
15049,3,0,Rely more on food aid,,Yes,3,,,,,,,,No,,,Yes,1,,,
15049,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,Yes,3,,,
15049,3,0,"Pull children otherwise in school, out of school",,Yes,2,,,,,,,,Yes,1,,No,,,,
15049,3,0,Sell livestock,,Yes,1,,,,,,,,Yes,2,,No,,,,
15049,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,Yes,3,,No,,,,
15049,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
15049,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
15049,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
15049,7,,,No change,,,,,,,,,,,,,,,,,
15049,7,,,Migrate further,,,,,,,,,,,,,,,,,
15049,7,,,Migrate less,,,,,,,,,,,,,,,,,
15049,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15049,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15049,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15049,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15049,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15049,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15049,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15049,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15049,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15049,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15049,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15049,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15049,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15049,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15049,7,,,Other,,,,,,,,,,,,,,,,,
15050,3,0,Reduce the number of meals eaten each day,,No,,,No,,,No,,,,,,,,,,
15050,3,0,Rely more on food aid,,Yes,2,,Yes,1,,Yes,3,,,,,,,,,
15050,3,0,Rely on assistance from others,,No,,,Yes,3,,No,,,,,,,,,,
15050,3,0,"Pull children otherwise in school, out of school",,Yes,3,,No,,,Yes,2,,,,,,,,,
15050,3,0,Sell livestock,,Yes,1,,Yes,2,,Yes,1,,,,,,,,,
15050,3,0,Increase non-livestock activities like petty trade,,No,,,No,,,No,,,,,,,,,,
15050,3,0,Send family members to look for work elsewhere,,No,,,No,,,No,,,,,,,,,,
15050,3,0,Did not do anything different,,No,,,No,,,No,,,,,,,,,,
15050,3,0,Other (Specify if other),,No,,,No,,,No,,,,,,,,,,
15050,7,,,No change,,,,,,,,,,,,,,,,,
15050,7,,,Migrate further,,,,,,,,,,,,,,,,,
15050,7,,,Migrate less,,,,,,,,,,,,,,,,,
15050,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15050,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15050,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15050,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15050,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15050,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15050,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15050,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15050,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15050,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15050,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15050,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15050,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15050,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15050,7,,,Other,,,,,,,,,,,,,,,,,
15052,7,,,No change,,,,,,,,,,,,,,,,,
15052,7,,,Migrate further,,,,,,,,,,,,,,,,,
15052,7,,,Migrate less,,,,,,,,,,,,,,,,,
15052,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
15052,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
15052,7,,,Rely more on others,,,,,,,,,,,,,,,,,
15052,7,,,Rely less on others,,,,,,,,,,,,,,,,,
15052,7,,,Keep children in school,,,,,,,,,,,,,,,,,
15052,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
15052,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
15052,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
15052,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
15052,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
15052,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
15052,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
15052,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
15052,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
15052,7,,,Other,,,,,,,,,,,,,,,,,
16001,7,,,No change,,,,,,,,,,,,,,,,,
16001,7,,,Migrate further,,,,,,,,,,,,,,,,,
16001,7,,,Migrate less,,,,,,,,,,,,,,,,,
16001,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
16001,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
16001,7,,,Rely more on others,,,,,,,,,,,,,,,,,
16001,7,,,Rely less on others,,,,,,,,,,,,,,,,,
16001,7,,,Keep children in school,,,,,,,,,,,,,,,,,
16001,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
16001,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
16001,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
16001,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
16001,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
16001,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
16001,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
16001,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
16001,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
16001,7,,,Other,,,,,,,,,,,,,,,,,
16004,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,1,,Yes,2,,,
16004,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,2,,Yes,3,,,
16004,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,No,,,,
16004,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,Yes,4,,No,,,,
16004,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
16004,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,Yes,1,,,
16004,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
16004,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
16004,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
16004,7,,,No change,,,,,,,,,,,,,,,,,
16004,7,,,Migrate further,,,,,,,,,,,,,,,,,
16004,7,,,Migrate less,,,,,,,,,,,,,,,,,
16004,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
16004,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
16004,7,,,Rely more on others,,,,,,,,,,,,,,,,,
16004,7,,,Rely less on others,,,,,,,,,,,,,,,,,
16004,7,,,Keep children in school,,,,,,,,,,,,,,,,,
16004,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
16004,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
16004,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
16004,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
16004,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
16004,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
16004,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
16004,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
16004,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
16004,7,,,Other,,,,,,,,,,,,,,,,,
16006,3,0,Reduce the number of meals eaten each day,,No,,,,,,,,,No,,,No,,,,
16006,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,2,,Yes,1,,,
16006,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
16006,3,0,"Pull children otherwise in school, out of school",,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
16006,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
16006,3,0,Increase non-livestock activities like petty trade,,Yes,1,,,,,,,,Yes,1,,Yes,2,,,
16006,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
16006,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
16006,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
16006,7,,,No change,,,,,,,,,,,,,,,,,
16006,7,,,Migrate further,,,,,,,,,,,,,,,,,
16006,7,,,Migrate less,,,,,,,,,,,,,,,,,
16006,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
16006,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
