hhid,round,memberid,comment,skip_s3_new,skip_s3_old,hv_s3q24,s3q1,s3q2,s3q3,s3q3b,s3q4,s3q5,s3q6,s3q6b,s3q7,s3q7a,s3q7b,s3q8,s3q8b,s3q9a,s3q9b,s3q10,s3q11,s3q12,s3q12b,s3q13,s3q14,s3q14a,s3q14a1,s3q14b,s3q15,s3q16,s3q17,s3q17b,s3q18,s3q19,s3q19b,s3q20,s3q21,s3q22,s3q22b,s3q23,s3q24
14003,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14003,6,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14003,6,5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
14003,6,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14003,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,7,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,7,3,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,7,4,,,,,,,,,,,Nursery,,Yes,Yes,1500,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,1,1,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,1,2,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,1,3,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,1,4,,0,,,No,No,not necessary/no point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,1,5,,0,,,No,No,not necessary/no point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,1,6,,0,,,No,Yes,,,Private - church/mosque,5,Standard 2,,Yes,,,,,,,Yes,Yes,school closed temporarily,,8,,,,,,,,,,,,,,,,,
14004,1,7,,0,,,No,No,cannot afford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,1,8,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,1,9,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14004,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14004,2,3,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14004,2,4,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14004,2,5,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14004,2,6,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,yes,no,,,,Government,,yes,no,,,,
14004,2,7,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14004,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14004,3,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14004,3,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14004,3,4,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14004,3,5,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14004,3,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,illness in household,,5,yes
14004,3,7,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14004,3,8,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14004,3,9,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,7,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,7,3,,,,,,,,,,,Standard 8,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
14004,7,4,,,,,,,,,,,Standard 1,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,0
14004,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
14005,1,1,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,1,2,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,1,3,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,1,4,,0,,,No,No,cannot afford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,1,5,,0,,,No,No,cannot afford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,1,6,,0,,,No,Yes,,,Government,7,Standard 1,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
14005,1,7,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,1,8,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14005,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14005,2,3,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14005,2,4,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14005,2,5,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14005,2,6,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
14005,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14005,3,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14005,3,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14005,3,4,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14005,3,5,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14005,3,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
14005,3,7,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,3,8,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,4,2,0,1,1,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,4,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14005,4,4,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14005,4,5,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,yes,Government,,yes,yes,domestic duties,,5,yes
14005,4,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
14005,4,7,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,4,8,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,4,15,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,5,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14005,5,4,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14005,5,5,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,no
14005,5,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,domestic duties,,5,yes
14005,5,7,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,yes,Government,,yes,yes,illness of [Name],,5,
14005,5,8,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,5,15,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14005,6,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14005,6,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 4,yes,yes,school closed temporarily,,,Government,.,yes,no,,,,
14005,6,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 3,yes,yes,school closed temporarily,,,Government,.,yes,no,,,,
14005,6,7,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 3,yes,yes,school closed temporarily,,,Government,.,yes,no,,,,
14005,6,8,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Nursery,no,,,,yes,Nursery,.,yes,no,,,,
14005,6,15,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
14005,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,7,2,,,,,,,,,,,Form 1,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,7,3,,,,,,,,,,,Standard 8,,Yes,Yes,4500,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,7,4,,,,,,,,,,,Standard 7,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,7,5,,,,,,,,,,,Standard 4,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
14005,7,6,,,,,,,,,,,Standard 3,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,1,1,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,1,2,,0,,,No,Yes,,,Private - church/mosque,4,Standard 4,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
14006,1,3,,0,,,No,Yes,,,Private - church/mosque,4,Standard 3,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
14006,1,4,,0,,,No,Yes,,,Private - church/mosque,4,Standard 3,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
14006,1,5,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,1,6,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,1,7,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,1,16,,0,,,Yes,Yes,,,Private - church/mosque,4,Standard 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,1,17,,0,,,No,Yes,,,Private - church/mosque,4,Madrassah 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14006,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
14006,2,3,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,yes,not necessary/no point,,5,
14006,2,4,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Nursery,,yes,no,,,,
14006,2,16,,1,0,,Yes,Yes,,,Government,8,Standard 8,,No,,,not necessary/no point,,3,,,,,,,.b,,,,.b,,,,,,,,,,,,
14006,2,17,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14006,3,2,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,yes,working for household own production,,yes,Government,,yes,no,,,,yes
14006,3,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
14006,3,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,no,,,,Government,,yes,no,,,,yes
14006,3,5,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,yes,no,,,,Government,,yes,no,,,,
14006,3,6,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,3,7,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,3,8,0,0,1,unknown,No,Yes,,,Government,12,Standard 7,,No,,,working for other household,,5,0,,,,,,,,,,,,,,,,,,,,,,
14006,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14006,4,2,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
14006,4,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
14006,4,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
14006,4,5,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
14006,4,6,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,4,7,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,4,8,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,no,,,,,,,,no
14006,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14006,5,2,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
14006,5,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
14006,5,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,yes,cannot afford,,no,,,,,,,,yes
14006,5,5,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,yes,cannot afford,,5,
14006,5,6,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14006,5,7,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,5,8,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
14006,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,Yes,Yes,Standard/Grade 4,no,,,,no,,.,,,,,,
14006,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 8,yes,no,,,,Government,.,no,no,,,,
14006,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 5,yes,yes,school closed temporarily,,,Government,.,yes,no,,,,
14006,6,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 3,yes,yes,school closed temporarily,,,Government,.,yes,no,,,,
14006,6,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 3,yes,yes,school closed temporarily,,,Government,.,yes,no,,,,
14006,6,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 2,yes,yes,school closed temporarily,,,Government,.,yes,no,,,,
14006,6,7,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14006,6,8,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
14006,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,7,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,7,3,,,,,,,,,,,Standard 8,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,7,4,,,,,,,,,,,Form 1,,Yes,Yes,20000,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,7,5,,,,,,,,,,,Standard 7,,Yes,Yes,850,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,7,6,,,,,,,,,,,Standard 8,,Yes,Yes,15000,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,7,7,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,7,8,,,,,,,,,,,Standard 6,,Yes,Yes,350,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,7,9,,,,,,,,,,,Standard 3,,Yes,Yes,350,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,7,10,,,,,,,,,,,Standard 1,,Yes,Yes,350,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,7,11,,,,,,,,,,,Standard 2,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
14006,7,12,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
14006,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
14007,1,1,,0,,,No,No,not necessary/no point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,1,2,,0,,,No,No,not necessary/no point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,1,3,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,1,4,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,1,5,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,1,6,,0,,,No,Yes,,,Government,5,Standard 1,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
14007,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,2,3,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,2,4,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,2,5,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,2,6,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Nursery,,yes,no,,,,
14007,4,1,0,0,1,unknown,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,4,2,0,0,1,unknown,No,No,no school present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,4,3,0,0,1,unknown,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,4,4,0,0,1,unknown,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,4,5,0,0,1,unknown,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,4,6,0,0,1,unknown,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,4,7,0,0,1,unknown,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,4,8,0,0,1,unknown,No,No,not necessary/no point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,4,9,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,4,10,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,5,1,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,5,2,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,5,3,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,5,4,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,5,5,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,5,6,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,5,7,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14007,5,8,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,yes,illness of [Name],,no,,,,,,,,
14007,5,9,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,5,10,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14007,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14007,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14007,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14007,6,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14007,6,5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
14007,6,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14007,6,7,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14007,6,8,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14007,6,9,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14007,6,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
14008,1,1,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,1,2,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,1,3,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,1,4,,0,,,No,Yes,,,Nursery,6,Nursery,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
14008,1,5,,0,,,No,No,too young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,1,6,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14008,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14008,2,3,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14008,2,4,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,yes,no,,,,Government,,yes,no,,,,
14008,2,5,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
14008,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14008,3,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14008,3,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14008,3,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
14008,3,5,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14008,3,6,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14008,4,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14008,4,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14008,4,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
14008,4,5,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,no
14008,4,6,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,yes,Government,,yes,no,,,,
14008,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14008,5,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14008,5,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
14008,5,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
14008,5,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,no
14008,5,6,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
14008,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14008,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14008,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
14008,6,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 5,yes,yes,school closed temporarily,,,Government,.,yes,yes,school closed temporarily,,21,
14008,6,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 3,yes,yes,school closed temporarily,,,Government,.,yes,yes,school closed temporarily,,21,
14008,6,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 4,yes,yes,school closed permanently,,,Government,.,yes,yes,school closed temporarily,,22,
14008,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14008,7,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
