hhid,round,comment,Ind_ID,Ind_ID_r7,s15q47c,s15q47g,s15q47h,s15q47i,s15q47k,Ind_ID_r7a,s15q47l,Ind_ID_r7b,s15q53aI,s15q53bI,s15q53b2,s15q53cU,s15q53c2
12024,3,0,Share with others,,,,,,,,,,,,,0,
12024,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
12024,3,0,Other (specify if other),,,,,,,,,,,,,0,
12024,6,0,Purchase food,,,,,,,,,,,,,,
12024,6,0,Education costs,,,,,,,,,,,,,,
12024,6,0,Purchase livestock,,,,,,,,,,,,,,
12024,6,0,Production or operating costs,,,,,,,,,,,,,,
12024,6,0,Health care expenses,,,,,,,,,,,,,,
12024,6,0,Social obligations,,,,,,,,,,,,,,
12024,6,0,Save,,,,,,,,,,,,,,
12024,6,0,Share with others,,,,,,,,,,,,,,
12024,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12024,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12024,6,0,Other (specify if other),,,,,,,,,,,,,,
12025,3,0,Purchase food,,,,,,,,,,,,,1200,
12025,3,0,Education costs,,,,,,,,,,,,,0,
12025,3,0,Purchase livestock,,,,,,,,,,,,,1200,
12025,3,0,Production or operating costs,,,,,,,,,,,,,400,
12025,3,0,Health care expenses,,,,,,,,,,,,,200,
12025,3,0,Social obligations,,,,,,,,,,,,,0,
12025,3,0,Save,,,,,,,,,,,,,0,
12025,3,0,Share with others,,,,,,,,,,,,,0,
12025,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
12025,3,0,Other (specify if other),,,,,,,,,,,,,0,
12025,4,0,Purchase food,,,1300,,,,,,,,,,,
12025,4,0,Education costs,,,0,,,,,,,,,,,
12025,4,0,Purchase livestock,,,0,,,,,,,,,,,
12025,4,0,Production or operating costs,,,0,,,,,,,,,,,
12025,4,0,Health care expenses,,,0,,,,,,,,,,,
12025,4,0,Social obligations,,,0,,,,,,,,,,,
12025,4,0,Save,,,0,,,,,,,,,,,
12025,4,0,Share with others,,,0,,,,,,,,,,,
12025,4,0,Purchase Livestock Insurance (IBLI),,,0,,,,,,,,,,,
12025,4,0,Other (specify if other),,,0,,,,,,,,,,,
12025,6,0,Purchase food,,,,,,,,,,,,,,
12025,6,0,Education costs,,,,,,,,,,,,,,
12025,6,0,Purchase livestock,,,,,,,,,,,,,,
12025,6,0,Production or operating costs,,,,,,,,,,,,,,
12025,6,0,Health care expenses,,,,,,,,,,,,,,
12025,6,0,Social obligations,,,,,,,,,,,,,,
12025,6,0,Save,,,,,,,,,,,,,,
12025,6,0,Share with others,,,,,,,,,,,,,,
12025,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12025,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12025,6,0,Other (specify if other),,,,,,,,,,,,,,
12025,7,,,Other (specify),,,,,,,No,,,,,,
12025,7,,,Food for humans,,,,,,,No,,,,,,
12025,7,,,Water for humans,,,,,,,No,,,,,,
12025,7,,,Health services for humans,,,,,,,No,,,,,,
12025,7,,,Education/school fees,,,,,,,No,,,,,,
12025,7,,,Pay back debt,,,,,,,No,,,,,,
12025,7,,,Save,,,,,,,No,,,,,,
12025,7,,,Livestock purchases,,,,,,,Yes,,,,,,
12025,7,,,Livestock inputs: water,,,,,,,No,,,,,,
12025,7,,,Livestock inputs: forrage or fodder,,,,,,,No,,,,,,
12025,7,,,Livestock inputs: Vaccinate / vetrinary services,,,,,,,No,,,,,,
12025,7,,,Hiring labor for herding,,,,,,,No,,,,,,
12025,7,,,Livestock trucking\trekking\transportation,,,,,,,No,,,,,,
12025,7,,,Gave to others/ share,,,,,,,No,,,,,,
12025,7,,,"Ceremonies (e.g., weddings, funerals, religious events)",,,,,,,No,,,,,,
12026,3,0,Purchase food,,,,,,,,,,0,1000,,,
12026,3,0,Education costs,,,,,,,,,,0,0,,,
12026,3,0,Purchase livestock,,,,,,,,,,0,2000,,,
12026,3,0,Production or operating costs,,,,,,,,,,0,0,,,
12026,3,0,Health care expenses,,,,,,,,,,0,0,,,
12026,3,0,Social obligations,,,,,,,,,,0,0,,,
12026,3,0,Save,,,,,,,,,,0,0,,,
12026,3,0,Share with others,,,,,,,,,,0,300,,,
12026,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,0,,,
12026,3,0,Other (specify if other),,,,,,,,,,0,0,,,
12026,6,0,Purchase food,,,,,,,,,,,,,,
12026,6,0,Education costs,,,,,,,,,,,,,,
12026,6,0,Purchase livestock,,,,,,,,,,,,,,
12026,6,0,Production or operating costs,,,,,,,,,,,,,,
12026,6,0,Health care expenses,,,,,,,,,,,,,,
12026,6,0,Social obligations,,,,,,,,,,,,,,
12026,6,0,Save,,,,,,,,,,,,,,
12026,6,0,Share with others,,,,,,,,,,,,,,
12026,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12026,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12026,6,0,Other (specify if other),,,,,,,,,,,,,,
12027,3,0,Purchase food,,,,,,,,,,,,,1000,
12027,3,0,Education costs,,,,,,,,,,,,,0,
12027,3,0,Purchase livestock,,,,,,,,,,,,,0,
12027,3,0,Production or operating costs,,,,,,,,,,,,,0,
12027,3,0,Health care expenses,,,,,,,,,,,,,0,
12027,3,0,Social obligations,,,,,,,,,,,,,0,
12027,3,0,Save,,,,,,,,,,,,,2000,
12027,3,0,Share with others,,,,,,,,,,,,,0,
12027,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
12027,3,0,Other (specify if other),,,,,,,,,,,,,0,
12027,6,0,Purchase food,,,,,,,,,,,,,,
12027,6,0,Education costs,,,,,,,,,,,,,,
12027,6,0,Purchase livestock,,,,,,,,,,,,,,
12027,6,0,Production or operating costs,,,,,,,,,,,,,,
12027,6,0,Health care expenses,,,,,,,,,,,,,,
12027,6,0,Social obligations,,,,,,,,,,,,,,
12027,6,0,Save,,,,,,,,,,,,,,
12027,6,0,Share with others,,,,,,,,,,,,,,
12027,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12027,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12027,6,0,Other (specify if other),,,,,,,,,,,,,,
12028,3,0,Purchase food,,,,,,,,,,,,,2000,
12028,3,0,Education costs,,,,,,,,,,,,,0,
12028,3,0,Purchase livestock,,,,,,,,,,,,,0,
12028,3,0,Production or operating costs,,,,,,,,,,,,,0,
12028,3,0,Health care expenses,,,,,,,,,,,,,500,
12028,3,0,Social obligations,,,,,,,,,,,,,0,
12028,3,0,Save,,,,,,,,,,,,,0,
12028,3,0,Share with others,,,,,,,,,,,,,0,
12028,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,500,
12028,3,0,Other (specify if other),,,,,,,,,,,,,0,
12028,6,0,Purchase food,,,,,,,,,,,,,,
12028,6,0,Education costs,,,,,,,,,,,,,,
12028,6,0,Purchase livestock,,,,,,,,,,,,,,
12028,6,0,Production or operating costs,,,,,,,,,,,,,,
12028,6,0,Health care expenses,,,,,,,,,,,,,,
12028,6,0,Social obligations,,,,,,,,,,,,,,
12028,6,0,Save,,,,,,,,,,,,,,
12028,6,0,Share with others,,,,,,,,,,,,,,
12028,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12028,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12028,6,0,Other (specify if other),,,,,,,,,,,,,,
12029,3,0,Purchase food,,,,,,,,,,,,,1000,
12029,3,0,Education costs,,,,,,,,,,,,,0,
12029,3,0,Purchase livestock,,,,,,,,,,,,,500,
12029,3,0,Production or operating costs,,,,,,,,,,,,,0,
12029,3,0,Health care expenses,,,,,,,,,,,,,0,
12029,3,0,Social obligations,,,,,,,,,,,,,0,
12029,3,0,Save,,,,,,,,,,,,,1000,
12029,3,0,Share with others,,,,,,,,,,,,,0,
12029,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,500,
12029,3,0,Other (specify if other),,,,,,,,,,,,,0,
12029,4,0,Purchase food,,1050,750,,,,,,,,,,,
12029,4,0,Education costs,,0,0,,,,,,,,,,,
12029,4,0,Purchase livestock,,0,0,,,,,,,,,,,
12029,4,0,Production or operating costs,,0,0,,,,,,,,,,,
12029,4,0,Health care expenses,,0,0,,,,,,,,,,,
12029,4,0,Social obligations,,0,0,,,,,,,,,,,
12029,4,0,Save,,0,0,,,,,,,,,,,
12029,4,0,Share with others,,0,0,,,,,,,,,,,
12029,4,0,Purchase Livestock Insurance (IBLI),,0,0,,,,,,,,,,,
12029,4,0,Other (specify if other),,0,0,,,,,,,,,,,
12029,6,0,Purchase food,,,,,,,,,,,,,,
12029,6,0,Education costs,,,,,,,,,,,,,,
12029,6,0,Purchase livestock,,,,,,,,,,,,,,
12029,6,0,Production or operating costs,,,,,,,,,,,,,,
12029,6,0,Health care expenses,,,,,,,,,,,,,,
12029,6,0,Social obligations,,,,,,,,,,,,,,
12029,6,0,Save,,,,,,,,,,,,,,
12029,6,0,Share with others,,,,,,,,,,,,,,
12029,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12029,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12029,6,0,Other (specify if other),,,,,,,,,,,,,,
12030,3,0,Purchase food,,,,,,,,,,,,,800,
12030,3,0,Education costs,,,,,,,,,,,,,0,
12030,3,0,Purchase livestock,,,,,,,,,,,,,1500,
12030,3,0,Production or operating costs,,,,,,,,,,,,,0,
12030,3,0,Health care expenses,,,,,,,,,,,,,0,
12030,3,0,Social obligations,,,,,,,,,,,,,0,
12030,3,0,Save,,,,,,,,,,,,,400,
12030,3,0,Share with others,,,,,,,,,,,,,0,
12030,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,300,
12030,3,0,Other (specify if other),,,,,,,,,,,,,0,
12030,6,0,Purchase food,,,,,,,,,,,,,,
12030,6,0,Education costs,,,,,,,,,,,,,,
12030,6,0,Purchase livestock,,,,,,,,,,,,,,
12030,6,0,Production or operating costs,,,,,,,,,,,,,,
12030,6,0,Health care expenses,,,,,,,,,,,,,,
12030,6,0,Social obligations,,,,,,,,,,,,,,
12030,6,0,Save,,,,,,,,,,,,,,
12030,6,0,Share with others,,,,,,,,,,,,,,
12030,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12030,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12030,6,0,Other (specify if other),,,,,,,,,,,,,,
12031,3,0,Purchase food,,,,,,,,,,0,0,,,
12031,3,0,Education costs,,,,,,,,,,0,0,,,
12031,3,0,Purchase livestock,,,,,,,,,,0,2000,,,
12031,3,0,Production or operating costs,,,,,,,,,,0,0,,,
12031,3,0,Health care expenses,,,,,,,,,,0,0,,,
12031,3,0,Social obligations,,,,,,,,,,0,0,,,
12031,3,0,Save,,,,,,,,,,0,0,,,
12031,3,0,Share with others,,,,,,,,,,0,0,,,
12031,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,1300,,,
12031,3,0,Other (specify if other),,,,,,,,,,0,0,,,
12031,6,0,Purchase food,,,,,,,,,,,,,,
12031,6,0,Education costs,,,,,,,,,,,,,,
12031,6,0,Purchase livestock,,,,,,,,,,,,,,
12031,6,0,Production or operating costs,,,,,,,,,,,,,,
12031,6,0,Health care expenses,,,,,,,,,,,,,,
12031,6,0,Social obligations,,,,,,,,,,,,,,
12031,6,0,Save,,,,,,,,,,,,,,
12031,6,0,Share with others,,,,,,,,,,,,,,
12031,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12031,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12031,6,0,Other (specify if other),,,,,,,,,,,,,,
12032,3,0,Purchase food,,,,,,,,,,,,,1000,
12032,3,0,Education costs,,,,,,,,,,,,,0,
12032,3,0,Purchase livestock,,,,,,,,,,,,,1500,
12032,3,0,Production or operating costs,,,,,,,,,,,,,200,
12032,3,0,Health care expenses,,,,,,,,,,,,,200,
12032,3,0,Social obligations,,,,,,,,,,,,,0,
12032,3,0,Save,,,,,,,,,,,,,100,
12032,3,0,Share with others,,,,,,,,,,,,,0,
12032,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
12032,3,0,Other (specify if other),,,,,,,,,,,,,0,
12032,6,0,Purchase food,,,,,,,,,,,,,,
12032,6,0,Education costs,,,,,,,,,,,,,,
12032,6,0,Purchase livestock,,,,,,,,,,,,,,
12032,6,0,Production or operating costs,,,,,,,,,,,,,,
12032,6,0,Health care expenses,,,,,,,,,,,,,,
12032,6,0,Social obligations,,,,,,,,,,,,,,
12032,6,0,Save,,,,,,,,,,,,,,
12032,6,0,Share with others,,,,,,,,,,,,,,
12032,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12032,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12032,6,0,Other (specify if other),,,,,,,,,,,,,,
12033,3,0,Purchase food,,,,,,,,,,,,,1200,
12033,3,0,Education costs,,,,,,,,,,,,,0,
12033,3,0,Purchase livestock,,,,,,,,,,,,,1200,
12033,3,0,Production or operating costs,,,,,,,,,,,,,300,
12033,3,0,Health care expenses,,,,,,,,,,,,,200,
12033,3,0,Social obligations,,,,,,,,,,,,,0,
12033,3,0,Save,,,,,,,,,,,,,100,
12033,3,0,Share with others,,,,,,,,,,,,,0,
12033,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
12033,3,0,Other (specify if other),,,,,,,,,,,,,0,
12033,6,0,Purchase food,,,,,,,,,,,,,,
12033,6,0,Education costs,,,,,,,,,,,,,,
12033,6,0,Purchase livestock,,,,,,,,,,,,,,
12033,6,0,Production or operating costs,,,,,,,,,,,,,,
12033,6,0,Health care expenses,,,,,,,,,,,,,,
12033,6,0,Social obligations,,,,,,,,,,,,,,
12033,6,0,Save,,,,,,,,,,,,,,
12033,6,0,Share with others,,,,,,,,,,,,,,
12033,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12033,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12033,6,0,Other (specify if other),,,,,,,,,,,,,,
12034,3,0,Purchase food,,,,,,,,,,,,,1300,
12034,3,0,Education costs,,,,,,,,,,,,,600,
12034,3,0,Purchase livestock,,,,,,,,,,,,,0,
12034,3,0,Production or operating costs,,,,,,,,,,,,,500,
12034,3,0,Health care expenses,,,,,,,,,,,,,400,
12034,3,0,Social obligations,,,,,,,,,,,,,200,
12034,3,0,Save,,,,,,,,,,,,,0,
12034,3,0,Share with others,,,,,,,,,,,,,0,
12034,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
12034,3,0,Other (specify if other),,,,,,,,,,,,,0,
12034,6,0,Purchase food,,,,,,,,,,,,,,
12034,6,0,Education costs,,,,,,,,,,,,,,
12034,6,0,Purchase livestock,,,,,,,,,,,,,,
12034,6,0,Production or operating costs,,,,,,,,,,,,,,
12034,6,0,Health care expenses,,,,,,,,,,,,,,
12034,6,0,Social obligations,,,,,,,,,,,,,,
12034,6,0,Save,,,,,,,,,,,,,,
12034,6,0,Share with others,,,,,,,,,,,,,,
12034,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12034,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12034,6,0,Other (specify if other),,,,,,,,,,,,,,
12035,3,0,Purchase food,,,,,,,,,,,,,1200,
12035,3,0,Education costs,,,,,,,,,,,,,0,
12035,3,0,Purchase livestock,,,,,,,,,,,,,0,
12035,3,0,Production or operating costs,,,,,,,,,,,,,600,
12035,3,0,Health care expenses,,,,,,,,,,,,,300,
12035,3,0,Social obligations,,,,,,,,,,,,,300,
12035,3,0,Save,,,,,,,,,,,,,300,
12035,3,0,Share with others,,,,,,,,,,,,,300,
12035,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
12035,3,0,Other (specify if other),,,,,,,,,,,,,0,
12035,6,0,Purchase food,,,,,,,,,,,,,,
12035,6,0,Education costs,,,,,,,,,,,,,,
12035,6,0,Purchase livestock,,,,,,,,,,,,,,
12035,6,0,Production or operating costs,,,,,,,,,,,,,,
12035,6,0,Health care expenses,,,,,,,,,,,,,,
12035,6,0,Social obligations,,,,,,,,,,,,,,
12035,6,0,Save,,,,,,,,,,,,,,
12035,6,0,Share with others,,,,,,,,,,,,,,
12035,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12035,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12035,6,0,Other (specify if other),,,,,,,,,,,,,,
12036,3,0,Purchase food,,,,,,,,,,0,2000,,,
12036,3,0,Education costs,,,,,,,,,,0,500,,,
12036,3,0,Purchase livestock,,,,,,,,,,0,10000,,,
12036,3,0,Production or operating costs,,,,,,,,,,0,0,,,
12036,3,0,Health care expenses,,,,,,,,,,0,1000,,,
12036,3,0,Social obligations,,,,,,,,,,0,0,,,
12036,3,0,Save,,,,,,,,,,0,0,,,
12036,3,0,Share with others,,,,,,,,,,0,500,,,
12036,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,2500,,,
12036,3,0,Other (specify if other),,,,,,,,,,0,0,,,
12036,6,0,Purchase food,,,,,,,,,,,,,,
12036,6,0,Education costs,,,,,,,,,,,,,,
12036,6,0,Purchase livestock,,,,,,,,,,,,,,
12036,6,0,Production or operating costs,,,,,,,,,,,,,,
12036,6,0,Health care expenses,,,,,,,,,,,,,,
12036,6,0,Social obligations,,,,,,,,,,,,,,
12036,6,0,Save,,,,,,,,,,,,,,
12036,6,0,Share with others,,,,,,,,,,,,,,
12036,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12036,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12036,6,0,Other (specify if other),,,,,,,,,,,,,,
12036,7,,,Other (specify),,,,,No,,,,,,,,
12036,7,,,Food for humans,,,,,Yes,,,,,,,,
12036,7,,,Water for humans,,,,,No,,,,,,,,
12036,7,,,Health services for humans,,,,,No,,,,,,,,
12036,7,,,Education/school fees,,,,,No,,,,,,,,
12036,7,,,Pay back debt,,,,,No,,,,,,,,
12036,7,,,Save,,,,,No,,,,,,,,
12036,7,,,Livestock purchases,,,,,No,,,,,,,,
12036,7,,,Livestock inputs: water,,,,,No,,,,,,,,
12036,7,,,Livestock inputs: forrage or fodder,,,,,No,,,,,,,,
12036,7,,,Livestock inputs: Vaccinate / vetrinary services,,,,,No,,,,,,,,
12036,7,,,Hiring labor for herding,,,,,No,,,,,,,,
12036,7,,,Livestock trucking\trekking\transportation,,,,,No,,,,,,,,
12036,7,,,Gave to others/ share,,,,,No,,,,,,,,
12036,7,,,"Ceremonies (e.g., weddings, funerals, religious events)",,,,,No,,,,,,,,
12037,3,0,Purchase food,,,,,,,,,,0,2500,,,
12037,3,0,Education costs,,,,,,,,,,0,0,,,
12037,3,0,Purchase livestock,,,,,,,,,,0,10000,,,
12037,3,0,Production or operating costs,,,,,,,,,,0,2000,,,
12037,3,0,Health care expenses,,,,,,,,,,0,1000,,,
12037,3,0,Social obligations,,,,,,,,,,0,0,,,
12037,3,0,Save,,,,,,,,,,0,0,,,
12037,3,0,Share with others,,,,,,,,,,0,0,,,
12037,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,1000,,,
12037,3,0,Other (specify if other),,,,,,,,,,0,0,,,
12037,4,0,Purchase food,,5150,1500,,,,,,,,,,,
12037,4,0,Education costs,,0,0,,,,,,,,,,,
12037,4,0,Purchase livestock,,0,0,,,,,,,,,,,
12037,4,0,Production or operating costs,,0,0,,,,,,,,,,,
12037,4,0,Health care expenses,,0,0,,,,,,,,,,,
12037,4,0,Social obligations,,0,0,,,,,,,,,,,
12037,4,0,Save,,0,0,,,,,,,,,,,
12037,4,0,Share with others,,0,0,,,,,,,,,,,
12037,4,0,Purchase Livestock Insurance (IBLI),,0,0,,,,,,,,,,,
12037,4,0,Other (specify if other),,0,0,,,,,,,,,,,
12037,6,0,Purchase food,,,,,,,,,,,,,,
12037,6,0,Education costs,,,,,,,,,,,,,,
12037,6,0,Purchase livestock,,,,,,,,,,,,,,
12037,6,0,Production or operating costs,,,,,,,,,,,,,,
12037,6,0,Health care expenses,,,,,,,,,,,,,,
12037,6,0,Social obligations,,,,,,,,,,,,,,
12037,6,0,Save,,,,,,,,,,,,,,
12037,6,0,Share with others,,,,,,,,,,,,,,
12037,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12037,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12037,6,0,Other (specify if other),,,,,,,,,,,,,,
12039,6,0,Purchase food,,,,,,,,,,,,,,
12039,6,0,Education costs,,,,,,,,,,,,,,
12039,6,0,Purchase livestock,,,,,,,,,,,,,,
12039,6,0,Production or operating costs,,,,,,,,,,,,,,
12039,6,0,Health care expenses,,,,,,,,,,,,,,
12039,6,0,Social obligations,,,,,,,,,,,,,,
12039,6,0,Save,,,,,,,,,,,,,,
12039,6,0,Share with others,,,,,,,,,,,,,,
12039,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12039,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12039,6,0,Other (specify if other),,,,,,,,,,,,,,
12040,3,0,Purchase food,,,,,,,,,,100,0,,,
12040,3,0,Education costs,,,,,,,,,,0,0,,,
12040,3,0,Purchase livestock,,,,,,,,,,0,0,,,
12040,3,0,Production or operating costs,,,,,,,,,,0,0,,,
12040,3,0,Health care expenses,,,,,,,,,,0,0,,,
12040,3,0,Social obligations,,,,,,,,,,0,0,,,
12040,3,0,Save,,,,,,,,,,0,0,,,
12040,3,0,Share with others,,,,,,,,,,0,0,,,
12040,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,0,,,
12040,3,0,Other (specify if other),,,,,,,,,,2000,0,Paid debt,,
12040,6,0,Purchase food,,,,,,,,,,,,,,
12040,6,0,Education costs,,,,,,,,,,,,,,
12040,6,0,Purchase livestock,,,,,,,,,,,,,,
12040,6,0,Production or operating costs,,,,,,,,,,,,,,
12040,6,0,Health care expenses,,,,,,,,,,,,,,
12040,6,0,Social obligations,,,,,,,,,,,,,,
12040,6,0,Save,,,,,,,,,,,,,,
12040,6,0,Share with others,,,,,,,,,,,,,,
12040,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12040,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12040,6,0,Other (specify if other),,,,,,,,,,,,,,
12043,3,0,Purchase food,,,,,,,,,,0,1000,,,
12043,3,0,Education costs,,,,,,,,,,0,0,,,
12043,3,0,Purchase livestock,,,,,,,,,,0,5000,,,
12043,3,0,Production or operating costs,,,,,,,,,,0,0,,,
12043,3,0,Health care expenses,,,,,,,,,,0,0,,,
12043,3,0,Social obligations,,,,,,,,,,0,0,,,
12043,3,0,Save,,,,,,,,,,0,0,,,
12043,3,0,Share with others,,,,,,,,,,0,600,,,
12043,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,0,,,
12043,3,0,Other (specify if other),,,,,,,,,,0,0,,,
12043,6,0,Purchase food,,,,,,,,,,,,,,
12043,6,0,Education costs,,,,,,,,,,,,,,
12043,6,0,Purchase livestock,,,,,,,,,,,,,,
12043,6,0,Production or operating costs,,,,,,,,,,,,,,
12043,6,0,Health care expenses,,,,,,,,,,,,,,
12043,6,0,Social obligations,,,,,,,,,,,,,,
12043,6,0,Save,,,,,,,,,,,,,,
12043,6,0,Share with others,,,,,,,,,,,,,,
12043,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12043,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12043,6,0,Other (specify if other),,,,,,,,,,,,,,
12044,3,0,Purchase food,,,,,,,,,,,,,1000,
12044,3,0,Education costs,,,,,,,,,,,,,1000,
12044,3,0,Purchase livestock,,,,,,,,,,,,,0,
12044,3,0,Production or operating costs,,,,,,,,,,,,,1000,
12044,3,0,Health care expenses,,,,,,,,,,,,,0,
12044,3,0,Social obligations,,,,,,,,,,,,,0,
12044,3,0,Save,,,,,,,,,,,,,0,
12044,3,0,Share with others,,,,,,,,,,,,,0,
12044,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
12044,3,0,Other (specify if other),,,,,,,,,,,,,0,
12044,6,0,Purchase food,,,,,,,,,,,,,,
12044,6,0,Education costs,,,,,,,,,,,,,,
12044,6,0,Purchase livestock,,,,,,,,,,,,,,
12044,6,0,Production or operating costs,,,,,,,,,,,,,,
12044,6,0,Health care expenses,,,,,,,,,,,,,,
12044,6,0,Social obligations,,,,,,,,,,,,,,
12044,6,0,Save,,,,,,,,,,,,,,
12044,6,0,Share with others,,,,,,,,,,,,,,
12044,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
12044,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
12044,6,0,Other (specify if other),,,,,,,,,,,,,,
13001,3,0,Purchase food,,,,,,,,,,,,,1000,
13001,3,0,Education costs,,,,,,,,,,,,,0,
13001,3,0,Purchase livestock,,,,,,,,,,,,,2000,
13001,3,0,Production or operating costs,,,,,,,,,,,,,0,
13001,3,0,Health care expenses,,,,,,,,,,,,,0,
13001,3,0,Social obligations,,,,,,,,,,,,,0,
13001,3,0,Save,,,,,,,,,,,,,0,
13001,3,0,Share with others,,,,,,,,,,,,,0,
13001,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
13001,3,0,Other (specify if other),,,,,,,,,,,,,0,
13001,5,0,Purchase food,,,1000,,,,,,,,,,,
13001,5,0,Education costs,,,0,,,,,,,,,,,
13001,5,0,Purchase livestock,,,0,,,,,,,,,,,
13001,5,0,Production or operating costs,,,0,,,,,,,,,,,
13001,5,0,Health care expenses,,,250,,,,,,,,,,,
13001,5,0,Social obligations,,,0,,,,,,,,,,,
13001,5,0,Save,,,0,,,,,,,,,,,
13001,5,0,Share with others,,,250,,,,,,,,,,,
13001,5,0,Purchase Livestock Insurance (IBLI),,,0,,,,,,,,,,,
13001,5,0,Other (specify if other),,,0,,,,,,,,,,,
13001,6,0,Purchase food,,,,,,,,,,,,,,
13001,6,0,Education costs,,,,,,,,,,,,,,
13001,6,0,Purchase livestock,,,,,,,,,,,,,,
13001,6,0,Production or operating costs,,,,,,,,,,,,,,
13001,6,0,Health care expenses,,,,,,,,,,,,,,
13001,6,0,Social obligations,,,,,,,,,,,,,,
13001,6,0,Save,,,,,,,,,,,,,,
13001,6,0,Share with others,,,,,,,,,,,,,,
13001,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
13001,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
13001,6,0,Other (specify if other),,,,,,,,,,,,,,
13002,3,0,Purchase food,,,,,,,,,,,,,1000,
13002,3,0,Education costs,,,,,,,,,,,,,0,
13002,3,0,Purchase livestock,,,,,,,,,,,,,1500,
13002,3,0,Production or operating costs,,,,,,,,,,,,,0,
13002,3,0,Health care expenses,,,,,,,,,,,,,0,
13002,3,0,Social obligations,,,,,,,,,,,,,0,
13002,3,0,Save,,,,,,,,,,,,,0,
13002,3,0,Share with others,,,,,,,,,,,,,0,
13002,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,500,
13002,3,0,Other (specify if other),,,,,,,,,,,,,0,
13002,6,0,Purchase food,,,,,,,,,,,,,,
13002,6,0,Education costs,,,,,,,,,,,,,,
13002,6,0,Purchase livestock,,,,,,,,,,,,,,
13002,6,0,Production or operating costs,,,,,,,,,,,,,,
13002,6,0,Health care expenses,,,,,,,,,,,,,,
13002,6,0,Social obligations,,,,,,,,,,,,,,
13002,6,0,Save,,,,,,,,,,,,,,
13002,6,0,Share with others,,,,,,,,,,,,,,
